,A球賽編號,B開賽時間,C賽事類別,D主隊,E客隊,F主,G和,H客,I主,J和,K客,L主,M和,N客,O主,P和,Q客,R主,S主,T和,U和,V客,W客,X主,Y主,Z和,AA和,AB客,AC客,AD球數,AE主,AF客,AG球數,AH主,AI客,AJ球數,AK大,AL細,AM球數,AN大,AO細,AP球數,AQ大,AR細,AS球數,AT大,AU細,AV角球數,AW半場比數,AX半場比數,AY全場比數,AZ全場比數,BA賽果HAD,BB賠率
36,SAT 30,2009-08-02 08:30,美國職業聯賽,FC達拉斯,肯薩斯體育會,2.0840,3.2335,3.1404,2.0768,3.2299,3.1637,---,---,---,2.15,3.20,2.90,0.0900,0.0432,0.0738,0.0228,0.1483,0.0472,0.0683,0.0329,0.0680,0.0211,0.1278,0.0404,---,---,---,0/-0.5,1.94,1.90,---,---,---,2.5,1.90,1.80,,,,,,,,2 , 0,6 , 0,H,
37,SAT 31,2009-08-02 08:30,美國職業聯賽,侯斯頓戴拿模,華盛頓聯隊,1.7094,3.3984,4.3573,1.7633,3.3550,4.1559,---,---,---,1.75,3.35,3.95,0.0732,0.0428,0.1086,0.0320,0.2788,0.0640,0.0922,0.0523,0.1071,0.0319,0.3042,0.0732,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,3 , 0,4 , 3,H,
38,SAT 32,2009-08-02 09:30,美國職業聯賽,科羅拉多急流,哥倫布機員,2.2603,3.1940,2.8277,2.2164,3.2155,2.9223,---,---,---,1.95,3.20,3.35,0.0709,0.0314,0.0824,0.0258,0.1839,0.0650,0.0987,0.0445,0.0983,0.0306,0.2695,0.0922,---,---,---,0/-0.5,1.75,2.12,---,---,---,2.5,1.82,1.88,,,,,,,,0 , 1,0 , 1,A,
39,SUN 1,2009-08-02 17:00,日本職業聯賽,柏雷素爾,神戶勝利船,2.1455,3.2474,3.0071,2.1332,3.2641,3.0489,---,---,---,2.05,3.55,2.85,0.0559,0.0260,0.0940,0.0289,0.1597,0.0531,0.0713,0.0334,0.1044,0.0320,0.1579,0.0518,---,---,---,0/-0.5,1.88,1.96,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 0,0 , 1,A,
40,SUN 2,2009-08-02 17:00,日本職業聯賽,山形山神,大阪飛腳,3.7697,3.3114,1.8576,3.8574,3.3312,1.8387,---,---,---,3.65,3.75,1.72,0.3432,0.0911,0.1250,0.0378,0.0780,0.0420,0.3039,0.0788,0.1245,0.0374,0.0670,0.0364,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 1,1 , 1,D,
41,SUN 3,2009-08-02 17:00,日本職業聯賽,浦和紅鑽,清水心跳,1.9037,3.2792,3.6053,1.9540,3.2830,3.4892,---,---,---,1.90,3.50,3.20,0.0568,0.0299,0.1047,0.0319,0.2118,0.0588,0.1115,0.0570,0.1014,0.0309,0.1707,0.0489,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,0 , 0,0 , 1,A,
42,SUN 4,2009-08-02 17:00,日本乙組聯賽,大阪櫻花,北海道札幌岡薩多,1.6295,3.5022,4.6691,1.6323,3.5080,4.6573,---,---,---,1.57,4.00,4.25,0.0369,0.0227,0.1294,0.0369,0.3237,0.0693,0.0486,0.0298,0.1407,0.0401,0.3203,0.0688,,,,,,,---,---,---,2.5,1.54,2.30,,,,,,,,2 , 0,3 , 0,H,
43,SUN 5,2009-08-02 17:00,日本乙組聯賽,富山勝利,湘南比馬,3.7353,3.2844,1.8463,3.7270,3.3040,1.8496,---,---,---,3.75,3.50,1.75,0.2424,0.0649,0.0881,0.0268,0.0557,0.0302,0.2393,0.0642,0.0935,0.0283,0.0713,0.0385,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,1 , 0,H,
44,SUN 6,2009-08-02 17:00,日本乙組聯賽,群馬草津溫泉,鳥棲砂岩,2.9256,3.2114,2.1769,2.9876,3.2199,2.1458,---,---,---,2.88,3.35,2.10,0.1788,0.0611,0.0601,0.0187,0.0857,0.0394,0.1751,0.0586,0.0590,0.0183,0.0763,0.0356,---,---,---,0/+0.5,1.95,1.89,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 1,1 , 3,A,
45,SUN 7,2009-08-02 17:00,日本乙組聯賽,東京綠茵,FC岐阜,1.5976,3.5176,4.9734,1.6296,3.4907,4.7891,---,---,---,1.62,3.75,4.20,0.0436,0.0273,0.1364,0.0388,0.5557,0.1117,0.0828,0.0508,0.1449,0.0415,0.4666,0.0974,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,2 , 0,3 , 0,H,
46,SUN 8,2009-08-02 17:30,日本乙組聯賽,甲府風林,FC橫濱,1.4044,4.0084,6.7289,1.4158,3.9510,6.5966,---,---,---,1.42,4.00,6.00,0.0672,0.0478,0.3167,0.0790,0.7991,0.1188,0.0460,0.0325,0.2111,0.0534,0.6571,0.0996,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,2 , 0,H,
47,SUN 9,2009-08-02 18:00,日本乙組聯賽,福岡黃蜂,岡山綠雉,1.6848,3.3942,4.4558,1.7296,3.3537,4.2833,---,---,---,1.75,3.50,3.80,0.0724,0.0430,0.0892,0.0263,0.3588,0.0805,0.1036,0.0599,0.1036,0.0309,0.3306,0.0772,,,,,,,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 0,0 , 0,D,
48,SUN 10,2009-08-02 18:00,南韓職業聯賽,FC江原,仁川聯,2.5638,3.0922,2.5466,2.5231,3.0909,2.6009,---,---,---,2.40,3.05,2.65,0.0966,0.0377,0.0617,0.0199,0.0573,0.0225,0.1150,0.0456,0.0609,0.0197,0.1273,0.0489,---,---,---,0,1.76,2.11,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,3 , 2,H,
49,SUN 11,2009-08-02 18:00,南韓職業聯賽,FC城南,全北汽車,2.6027,3.1027,2.5430,2.4788,3.1042,2.6676,---,---,---,2.25,3.20,2.75,0.3304,0.1270,0.0732,0.0236,0.2700,0.1062,0.2572,0.1038,0.0737,0.0237,0.2909,0.1090,---,---,---,0/-0.5,2.08,1.78,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 1,3 , 1,H,
50,SUN 12,2009-08-02 20:30,德國盃,柏林聯,雲達不來梅,6.1388,4.0636,1.4376,6.4364,4.1195,1.4216,---,---,---,6.25,4.30,1.37,0.7885,0.1285,0.3090,0.0760,0.0430,0.0299,0.7906,0.1228,0.3128,0.0759,0.0386,0.0272,,,,,,,---,---,---,2.5,1.53,2.33,,,,,,,,0 , 3,0 , 5,A,
51,SUN 13,2009-08-02 20:30,荷蘭甲組聯賽,海牙,NAC,2.7053,3.2187,2.3585,2.8806,3.2330,2.2665,---,---,---,2.65,3.45,2.20,0.1483,0.0548,0.1330,0.0413,0.0942,0.0399,0.2021,0.0702,0.1306,0.0404,0.1113,0.0491,---,---,---,0/+0.5,1.82,2.03,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 1,1 , 2,A,
52,SUN 14,2009-08-02 20:30,荷蘭甲組聯賽,飛燕諾,奈梅亨,1.6161,3.5243,4.9802,1.5903,3.5803,5.2302,---,---,---,1.57,3.80,4.50,0.0489,0.0303,0.1531,0.0435,0.3702,0.0743,0.0512,0.0322,0.1752,0.0489,0.4500,0.0860,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,1 , 0,2 , 0,H,
53,SUN 15,2009-08-02 20:30,荷蘭甲組聯賽,格羅寧根,阿積士,3.3839,3.2631,1.9949,3.4802,3.3091,1.9641,---,---,---,3.00,3.60,1.95,0.1933,0.0571,0.1349,0.0414,0.0542,0.0272,0.2317,0.0666,0.1509,0.0456,0.0848,0.0432,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,0 , 1,0 , 2,A,
54,SUN 16,2009-08-02 21:00,盃賽,馬德里體育會,巴黎聖日耳門,2.0728,3.2239,3.2007,2.0127,3.2594,3.4031,---,---,---,1.85,3.45,3.55,0.0871,0.0420,0.1042,0.0323,0.2428,0.0759,0.0714,0.0355,0.1193,0.0366,0.2945,0.0865,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 0,1 , 1,D,
55,SUN 17,2009-08-02 22:00,德國盃,艾福特,杜伊斯堡,3.6088,3.3507,1.8817,3.5763,3.3512,1.9061,---,---,---,3.60,3.45,1.80,0.2344,0.0649,0.1353,0.0404,0.0512,0.0272,0.1947,0.0544,0.1468,0.0438,0.0790,0.0414,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,1 , 2,A,
56,SUN 18,2009-08-02 22:30,荷蘭甲組聯賽,燕豪芬,芬洛,1.1425,6.5742,13.8008,1.1399,6.7456,14.4291,---,---,---,1.10,7.00,16.00,0.0247,0.0216,0.6233,0.0948,3.0938,0.2242,0.0213,0.0187,0.7167,0.1062,4.0761,0.2825,,,,,,,---,---,---,3.5,2.00,1.72,,,,,,,,2 , 0,3 , 3,D,
57,SUN 19,2009-08-02 23:15,盃賽,阿仙奴,格拉斯哥流浪,1.5347,3.5888,5.6905,1.5171,3.6377,6.0528,---,---,---,1.42,3.80,6.50,0.0506,0.0330,0.1598,0.0445,0.5598,0.0984,0.0393,0.0259,0.1883,0.0518,0.8192,0.1353,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,2 , 0,3 , 0,H,
58,SUN 20,2009-08-02 23:30,德國盃,奧芬巴克,法蘭克福,4.4430,3.5333,1.6736,4.4105,3.5159,1.6853,---,---,---,4.30,3.50,1.65,0.3057,0.0688,0.1964,0.0556,0.0610,0.0365,0.2743,0.0622,0.1785,0.0508,0.0621,0.0368,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 0,0 , 3,A,
59,SUN 21,2009-08-03 00:00,瑞典超級聯賽,布洛馬波卡納,咸史達斯,2.3878,3.1701,2.7396,2.4361,3.1656,2.7096,---,---,---,2.55,2.95,2.55,0.0909,0.0381,0.1217,0.0384,0.1376,0.0502,0.1095,0.0450,0.1232,0.0389,0.1190,0.0439,---,---,---,0,1.86,1.98,---,---,---,2.5,2.20,1.59,,,,,,,,2 , 0,2 , 1,H,
60,SUN 22,2009-08-03 00:00,瑞典超級聯賽,哥登堡,赫根,1.5013,3.7123,6.2665,1.5182,3.7024,6.0930,---,---,---,1.55,3.55,5.10,0.0483,0.0321,0.1593,0.0429,0.5660,0.0903,0.0579,0.0381,0.1464,0.0395,0.4904,0.0805,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 1,2 , 2,D,
61,SUN 23,2009-08-03 00:00,瑞典超級聯賽,卡爾馬,艾夫斯堡,2.5036,3.1563,2.6216,2.3642,3.1726,2.8155,---,---,---,2.20,3.20,2.80,0.1063,0.0425,0.1337,0.0423,0.1486,0.0567,0.1284,0.0543,0.1286,0.0405,0.2366,0.0840,---,---,---,0/-0.5,2.03,1.82,---,---,---,2.5,1.95,1.75,,,,,,,,1 , 1,3 , 1,H,
62,SUN 24,2009-08-03 00:00,挪威超級聯賽,波杜基林特,辛迪夫佐特,2.1253,3.2667,3.1018,2.0729,3.2839,3.2413,---,---,---,2.10,3.50,2.78,0.0713,0.0336,0.1344,0.0411,0.1513,0.0488,0.0727,0.0351,0.1414,0.0431,0.2683,0.0828,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 0,1 , 0,H,
63,SUN 25,2009-08-03 00:00,挪威超級聯賽,費德列斯達,維京,2.2223,3.2485,2.9314,2.2717,3.2703,2.8594,---,---,---,2.20,3.35,2.70,0.1016,0.0457,0.1343,0.0413,0.1824,0.0622,0.0902,0.0397,0.1581,0.0483,0.1282,0.0448,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,1 , 0,1 , 0,H,
64,SUN 26,2009-08-03 00:00,挪威超級聯賽,利尼史特朗,特林素,2.0840,3.2777,3.1885,2.1445,3.2835,3.0997,---,---,---,2.10,3.55,2.75,0.0905,0.0434,0.1117,0.0341,0.1664,0.0522,0.1161,0.0541,0.1092,0.0333,0.1480,0.0477,,,,,,,---,---,---,2.5,1.59,2.20,,,,,,,,0 , 2,2 , 2,D,
65,SUN 27,2009-08-03 00:00,挪威超級聯賽,史達比克,阿里辛特,1.4435,3.9736,6.6211,1.3965,4.2014,7.1759,---,---,---,1.32,4.50,7.00,0.0502,0.0348,0.2724,0.0686,0.8264,0.1248,0.0493,0.0353,0.3674,0.0874,0.8503,0.1185,,,,,,,---,---,---,2.5,1.48,2.45,,,,,,,,2 , 0,3 , 0,H,
66,SUN 28,2009-08-03 00:00,挪威超級聯賽,史卓加斯特,華拉倫加,2.4377,3.2300,2.6376,2.3873,3.2624,2.7143,---,---,---,2.40,3.35,2.45,0.1018,0.0417,0.1091,0.0338,0.1158,0.0439,0.0755,0.0316,0.1349,0.0413,0.1366,0.0503,---,---,---,0,1.77,2.10,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,3 , 0,H,
67,SUN 29,2009-08-03 02:00,挪威超級聯賽,奧特足球會,洛辛堡,3.1890,3.2893,2.0816,2.9799,3.2809,2.1972,---,---,---,2.70,3.50,2.15,0.2401,0.0753,0.1381,0.0420,0.1197,0.0575,0.1798,0.0603,0.1476,0.0450,0.1163,0.0529,---,---,---,0/+0.5,1.84,2.00,---,---,---,2.5,1.54,2.30,,,,,,,,1 , 0,1 , 1,D,
68,SUN 30,2009-08-03 03:00,美國職業聯賽,聖荷西地震,西雅圖海灣者,2.7216,3.1863,2.3203,2.7620,3.1959,2.3072,---,---,---,2.70,3.25,2.25,0.1026,0.0377,0.1102,0.0346,0.0802,0.0345,0.1430,0.0518,0.1229,0.0385,0.0689,0.0298,---,---,---,0,2.20,1.70,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,4 , 0,H,
69,SUN 31,2009-08-03 03:00,巴西甲組聯賽,帕拉尼恩斯,富明尼斯,2.1371,3.1800,3.0894,2.4844,3.1606,2.6365,---,---,---,2.35,3.20,2.60,0.1522,0.0712,0.0872,0.0274,0.2050,0.0664,0.2802,0.1128,0.0822,0.0260,0.2681,0.1017,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,1 , 0,H,
70,SUN 32,2009-08-03 03:00,巴西甲組聯賽,哥連泰斯,艾華爾,1.6009,3.5120,5.0936,1.7887,3.3476,4.1542,---,---,---,1.78,3.30,3.85,0.1181,0.0738,0.1712,0.0487,0.6441,0.1265,0.1628,0.0910,0.1570,0.0469,0.6530,0.1572,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 0,0 , 0,D,
71,SUN 33,2009-08-03 03:00,巴西甲組聯賽,法林明高,紐迪高,1.4150,3.8834,6.8759,1.3805,4.0876,7.4226,---,---,---,1.30,4.40,8.00,0.0425,0.0300,0.2612,0.0673,0.7667,0.1115,0.0462,0.0335,0.3828,0.0936,1.0716,0.1444,,,,,,,---,---,---,2.5,1.50,2.40,,,,,,,,0 , 1,1 , 1,D,
72,SUN 34,2009-08-03 03:00,巴西甲組聯賽,維多利亞,聖保羅,2.3111,3.1811,2.8094,2.3106,3.1769,2.8294,---,---,---,2.42,3.35,2.42,0.2112,0.0914,0.0590,0.0185,0.2645,0.0942,0.1938,0.0839,0.0593,0.0187,0.2514,0.0889,---,---,---,0,1.82,2.03,---,---,---,2.5,1.80,1.90,,,,,,,,0 , 0,0 , 1,A,
73,SUN 35,2009-08-03 04:00,球會賽,祖雲達斯,阿士東維拉,1.9403,3.2507,3.5801,1.9094,3.2822,3.7151,---,---,---,1.80,3.30,3.80,0.0684,0.0353,0.1130,0.0348,0.2119,0.0592,0.1682,0.0881,0.1368,0.0417,0.3244,0.0873,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,0 , 0,0 , 0,D,
74,SUN 36,2009-08-03 05:30,巴西甲組聯賽,明尼路,哥列迪巴,1.4893,3.6822,6.0599,1.4915,3.6889,6.0744,---,---,---,1.50,3.80,5.20,0.0420,0.0282,0.1720,0.0467,0.5207,0.0859,0.0494,0.0331,0.1650,0.0447,0.5114,0.0842,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,2 , 1,3 , 2,H,
75,SUN 37,2009-08-03 05:30,巴西甲組聯賽,甘美奧,高士路,1.8137,3.2856,3.9282,1.8129,3.3158,3.9365,---,---,---,1.77,3.45,3.75,0.0735,0.0405,0.0909,0.0277,0.1847,0.0470,0.0570,0.0315,0.1253,0.0378,0.2023,0.0514,,,,,,,---,---,---,2.5,1.78,1.92,,,,,,,,0 , 1,4 , 1,H,
76,SUN 38,2009-08-03 05:30,巴西甲組聯賽,聖安德雷,戈亞斯,2.3417,3.1905,2.7128,2.4005,3.2005,2.6482,---,---,---,2.35,3.35,2.50,0.1057,0.0451,0.0981,0.0308,0.1010,0.0372,0.1084,0.0452,0.1029,0.0322,0.1214,0.0458,---,---,---,0/-0.5,2.22,1.69,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,1 , 2,A,
77,MON 1,2009-08-04 01:00,瑞典超級聯賽,加爾斯,特利堡,2.3044,3.1912,2.8422,2.2803,3.1978,2.9087,---,---,---,2.15,3.15,2.95,0.0798,0.0346,0.1319,0.0413,0.1624,0.0571,0.0725,0.0318,0.1397,0.0437,0.1990,0.0684,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 0,0 , 1,A,
78,MON 2,2009-08-04 01:00,瑞典超級聯賽,加費萊,佐加頓斯,1.9887,3.2417,3.4881,2.0080,3.2624,3.4434,---,---,---,1.90,3.20,3.50,0.0911,0.0458,0.1019,0.0314,0.1909,0.0547,0.0869,0.0433,0.1295,0.0397,0.1958,0.0568,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,2 , 0,2 , 0,H,
79,MON 3,2009-08-04 01:00,瑞典超級聯賽,哈馬比,希爾星堡,2.9525,3.2073,2.2333,2.8697,3.2113,2.2981,---,---,---,2.65,3.20,2.30,0.1663,0.0563,0.1292,0.0403,0.0854,0.0382,0.1303,0.0454,0.1356,0.0422,0.1161,0.0505,---,---,---,0/+0.5,1.77,2.10,---,---,---,2.5,2.00,1.72,,,,,,,,0 , 1,1 , 2,A,
80,MON 4,2009-08-04 01:00,瑞典超級聯賽,奧雷布洛,奧基迪,1.5339,3.6468,5.8319,1.5495,3.6532,5.6877,---,---,---,1.52,3.70,5.20,0.0551,0.0359,0.1407,0.0386,0.5915,0.1014,0.0521,0.0336,0.1685,0.0461,0.5819,0.1023,,,,,,,---,---,---,2.5,1.80,1.90,,,,,,,,1 , 0,2 , 2,D,
81,MON 5,2009-08-04 01:00,挪威超級聯賽,利恩,白蘭恩,3.3627,3.3031,2.0062,3.8114,3.4332,1.8517,---,---,---,3.55,3.70,1.75,0.2282,0.0679,0.1568,0.0475,0.0727,0.0362,0.3749,0.0984,0.2293,0.0668,0.1009,0.0545,---,---,---,+0.5/+1,1.75,2.12,---,---,---,2.5,1.52,2.35,,,,,,,,1 , 1,2 , 2,D,
82,MON 6,2009-08-04 02:30,德國盃,杜塞爾多夫,漢堡,5.3658,3.7779,1.5401,6.7241,4.1959,1.4141,---,---,---,9.00,4.35,1.28,0.7865,0.1466,0.2484,0.0658,0.0674,0.0437,1.0967,0.1631,0.3948,0.0941,0.0719,0.0508,,,,,,,---,---,---,2.5,1.62,2.15,,,,,,,,2 , 1,2 , 2,D,
83,TUE 1,2009-08-05 02:00,歐洲聯賽冠軍盃,施華斯堡,安德列治,2.2462,3.3235,2.7864,2.5670,3.2857,2.4707,---,---,---,2.42,3.40,2.42,0.1597,0.0711,0.1639,0.0493,0.1727,0.0620,0.2400,0.0935,0.1487,0.0453,0.1566,0.0634,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,2 , 1,3 , 1,H,
84,TUE 2,2009-08-05 02:15,歐洲聯賽冠軍盃,薩格勒布戴拿模,薩爾斯堡,1.6978,3.3920,4.4490,1.6550,3.4944,4.6972,---,---,---,1.62,3.55,4.50,0.0536,0.0316,0.1300,0.0383,0.3137,0.0705,0.0548,0.0331,0.1739,0.0498,0.3445,0.0734,,,,,,,---,---,---,2.5,1.95,1.75,,,,,,,,0 , 1,1 , 2,A,
85,TUE 3,2009-08-05 02:45,歐洲聯賽冠軍盃,彭拿典奈高斯,布拉格斯巴達,1.3328,4.3833,7.8344,1.3295,4.4806,7.8295,---,---,---,1.33,4.40,7.00,0.0396,0.0297,0.3096,0.0706,0.9604,0.1226,0.0345,0.0260,0.3676,0.0820,0.9001,0.1150,,,,,,,---,---,---,2.5,1.65,2.10,,,,,,,,1 , 0,3 , 0,H,
86,TUE 4,2009-08-05 02:45,歐洲聯賽冠軍盃,川迪,士砵亭,2.3223,3.1821,2.7685,2.3016,3.2166,2.8208,---,---,---,2.15,3.15,2.95,0.0796,0.0343,0.0904,0.0284,0.1128,0.0407,0.0758,0.0329,0.1224,0.0380,0.1376,0.0488,,,,,,,---,---,---,2.5,2.30,1.54,,,,,,,,1 , 0,1 , 1,D,
87,WED 1,2009-08-05 18:00,日本乙組聯賽,大阪櫻花,群馬草津溫泉,1.4069,4.0231,6.5530,1.3841,4.1553,6.8654,---,---,---,1.32,4.70,6.50,0.0336,0.0239,0.1690,0.0420,0.8365,0.1277,0.0324,0.0234,0.2323,0.0559,1.0768,0.1568,,,,,,,---,---,---,2.5,1.45,2.55,,,,,,,,0 , 0,1 , 0,H,
88,WED 2,2009-08-05 18:00,日本乙組聯賽,北海道札幌岡薩多,福岡黃蜂,1.7625,3.3131,4.0937,1.8376,3.2893,3.8524,---,---,---,1.85,3.50,3.40,0.0314,0.0178,0.0883,0.0267,0.3033,0.0741,0.1137,0.0619,0.0863,0.0262,0.2651,0.0688,,,,,,,---,---,---,2.5,1.72,2.00,,,,,,,,2 , 0,3 , 0,H,
89,WED 3,2009-08-05 18:00,日本乙組聯賽,岡山綠雉,東京綠茵,4.8936,3.5014,1.6103,5.1176,3.5497,1.5841,---,---,---,4.70,3.90,1.53,0.6244,0.1276,0.1319,0.0377,0.0408,0.0253,0.7146,0.1396,0.1412,0.0398,0.0428,0.0270,,,,,,,---,---,---,2.5,1.75,1.95,,,,,,,,0 , 2,3 , 2,H,
90,WED 4,2009-08-05 18:00,日本乙組聯賽,FC岐阜,櫪木SC,1.8091,3.2766,3.9273,1.7947,3.3040,4.0106,---,---,---,1.72,3.35,4.10,0.0602,0.0333,0.0806,0.0246,0.3480,0.0886,0.0560,0.0312,0.0911,0.0276,0.3654,0.0911,,,,,,,---,---,---,2.5,2.15,1.62,,,,,,,,0 , 0,1 , 1,D,
91,WED 5,2009-08-05 18:00,日本乙組聯賽,FC橫濱,仙台維加泰,4.7467,3.4837,1.6243,4.7140,3.4833,1.6360,---,---,---,4.40,3.60,1.62,0.3816,0.0804,0.1041,0.0299,0.0361,0.0222,0.3857,0.0818,0.1115,0.0320,0.0525,0.0321,,,,,,,---,---,---,2.5,1.85,1.85,,,,,,,,1 , 0,1 , 0,H,
92,WED 6,2009-08-05 18:00,日本乙組聯賽,鳥棲砂岩,甲府風林,2.4699,3.1852,2.5396,2.5035,3.1904,2.5159,---,---,---,2.40,3.35,2.45,0.0828,0.0335,0.0855,0.0268,0.0962,0.0379,0.0877,0.0350,0.0863,0.0270,0.0773,0.0307,---,---,---,0,1.91,1.93,---,---,---,2.5,1.72,2.00,,,,,,,,0 , 0,1 , 1,D,
93,WED 7,2009-08-05 18:00,日本乙組聯賽,湘南比馬,水戶蜀葵,1.8712,3.2756,3.6674,2.0069,3.2472,3.3129,---,---,---,1.95,3.60,3.00,0.0768,0.0411,0.1095,0.0334,0.2238,0.0610,0.1461,0.0728,0.1042,0.0321,0.2631,0.0794,,,,,,,---,---,---,2.5,1.54,2.30,,,,,,,,0 , 0,1 , 0,H,
94,WED 8,2009-08-05 18:00,日本乙組聯賽,德島漩渦,富山勝利,1.8440,3.2697,3.7721,1.8756,3.2673,3.6959,---,---,---,1.85,3.50,3.35,0.0588,0.0319,0.0832,0.0255,0.1878,0.0498,0.0974,0.0519,0.0882,0.0270,0.2055,0.0556,,,,,,,---,---,---,2.5,1.90,1.80,,,,,,,,0 , 0,1 , 2,A,
95,WED 9,2009-08-05 18:30,日本乙組聯賽,FC愛媛,熊本羅亞素,2.3396,3.2054,2.6884,2.6181,3.2284,2.4584,---,---,---,2.95,3.40,2.05,0.0914,0.0391,0.0753,0.0235,0.1033,0.0384,0.3879,0.1481,0.0925,0.0287,0.2543,0.1035,---,---,---,0/+0.5,2.09,1.77,---,---,---,2.5,1.65,2.10,,,,,,,,0 , 2,0 , 2,A,
96,WED 10,2009-08-06 00:00,歐洲聯賽冠軍盃,莫斯科戴拿模,些路迪,1.9886,3.2593,3.4006,2.0143,3.2617,3.3852,---,---,---,1.90,3.25,3.45,0.1299,0.0653,0.1114,0.0342,0.2498,0.0735,0.1091,0.0542,0.1139,0.0349,0.2099,0.0620,,,,,,,---,---,---,2.5,2.05,1.68,,,,,,,,0 , 1,0 , 2,A,
97,WED 11,2009-08-06 01:30,歐洲聯賽冠軍盃,添美索亞拿,薩克達,4.1782,3.3884,1.7631,4.4649,3.4827,1.6989,---,---,---,4.30,3.50,1.65,0.4757,0.1139,0.1804,0.0532,0.0903,0.0512,0.5060,0.1133,0.1979,0.0568,0.0710,0.0418,,,,,,,---,---,---,2.5,1.70,2.02,,,,,,,,0 , 0,0 , 0,D,
98,WED 12,2009-08-06 02:45,歐洲聯賽冠軍盃,奧林比亞高斯,施洛雲,1.2355,5.1112,9.9935,1.2220,5.3282,10.5680,---,---,---,1.22,5.00,9.50,0.0281,0.0228,0.4687,0.0917,1.4568,0.1458,0.0263,0.0215,0.5185,0.0973,1.7675,0.1673,,,,,,,---,---,---,2.5,1.62,2.15,,,,,,,,1 , 0,2 , 0,H,
99,WED 13,2009-08-06 02:45,歐洲聯賽冠軍盃,史達比克,哥本哈根,2.5130,3.2526,2.5074,2.5108,3.2812,2.5149,---,---,---,2.50,3.45,2.30,0.0831,0.0331,0.1404,0.0432,0.0993,0.0396,0.0901,0.0359,0.1650,0.0503,0.1036,0.0412,,,,,,,---,---,---,2.5,1.57,2.25,,,,,,,,0 , 0,0 , 0,D,
100,WED 14,2009-08-06 06:30,巴西甲組聯賽,高士路,帕拉尼恩斯,1.4899,3.7106,6.0376,1.4680,3.7715,6.2441,---,---,---,1.40,4.15,6.00,0.0599,0.0402,0.2708,0.0730,0.7635,0.1265,0.0457,0.0312,0.2606,0.0691,0.7062,0.1131,,,,,,,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 0,0 , 2,A,
101,WED 15,2009-08-06 08:00,巴西甲組聯賽,艾華爾,聖安德雷,1.7770,3.3048,4.0812,1.7445,3.3513,4.2433,---,---,---,1.67,3.65,4.00,0.0549,0.0309,0.1622,0.0491,0.3304,0.0810,0.0514,0.0295,0.1921,0.0573,0.4100,0.0966,,,,,,,---,---,---,2.5,1.68,2.05,,,,,,,,1 , 0,1 , 0,H,
102,WED 16,2009-08-06 08:00,巴西甲組聯賽,聖保羅,保地花高,1.6040,3.4716,5.0199,1.6356,3.4466,4.8698,---,---,---,1.60,3.60,4.60,0.0567,0.0353,0.1382,0.0398,0.3718,0.0741,0.0835,0.0511,0.1297,0.0376,0.3755,0.0771,,,,,,,---,---,---,2.5,1.60,2.19,,,,,,,,2 , 1,3 , 1,H,
103,WED 17,2009-08-06 08:50,巴西甲組聯賽,哥列迪巴,山度士,2.3107,3.1748,2.7849,2.4751,3.1684,2.5881,---,---,---,2.55,3.40,2.30,0.2105,0.0911,0.1091,0.0344,0.2341,0.0840,0.2249,0.0909,0.1287,0.0406,0.1768,0.0683,---,---,---,0,2.15,1.73,---,---,---,2.5,1.62,2.15,,,,,,,,0 , 1,0 , 1,A,
